time,respiration,heartbeat
10:09:58,17,72
10:09:59,17,70
10:10:00,17,71
10:10:01,17,69
10:10:02,17,71
10:10:03,17,71
10:10:04,17,71
10:10:05,17,71
10:10:06,17,70
10:10:07,17,69
10:10:08,17,72
10:10:09,17,69
10:10:10,17,70
10:10:11,17,69
10:10:12,17,70
10:10:13,17,70
10:10:14,17,71
10:10:15,17,71
10:10:16,17,70
10:10:17,17,71
10:10:18,17,70
10:10:19,17,71
10:10:20,17,70
10:10:21,17,72
10:10:22,17,70
10:10:23,17,70
10:10:24,17,71
10:10:25,17,69
10:10:26,17,70
10:10:27,17,69
10:10:30,17,69
